timestamp_iso8601,timestamp_epoch_ms,remote_ip,remote_port,payload
2025-10-24T08:54:40.221Z,1761296080221,10.0.0.191,3132,"346433,53169,2,RD,1,100,TL,TU
346535,53170,4,EM,1,100,RS,RE,PS,MN
346497,53171,1,SF,1,100,0.0000
346511,53172,3,PI,1,100,6384,6387,6392
346511,53173,3,PR,1,100,7276,7278,7267
346511,53174,3,PG,1,100,1039,1049,1042
346497,53175,2,EA,1,100,0.030304,0.030304
346497,53176,2,EL,1,100,26439.000000,26439.000000
346490,53177,1,T1,1,100,32.054
346505,53178,1,TH,1,100,30.274
346511,53179,3,AX,1,100,0.096,0.096,0.095
346511,53180,3,AY,1,100,-0.012,-0.011,-0.012
346511,53181,3,AZ,1,100,1.026,1.025,1.028
"
2025-10-24T08:54:40.222Z,1761296080222,10.0.0.191,3132,"346511,53182,3,GX,1,100,0.488,0.458,0.488
346511,53183,3,GY,1,100,0.671,0.671,0.641
346511,53184,3,GZ,1,100,0.305,0.336,0.336
346511,53185,3,MX,1,100,-9,-10,-8
346511,53186,3,MY,1,100,-18,-17,-17
346511,53187,3,MZ,1,100,116,115,116
"
2025-10-24T08:54:40.346Z,1761296080346,10.0.0.191,3132,"346631,53188,3,PI,1,100,6372,6392,6387
346631,53189,3,PR,1,100,7267,7280,7277
346631,53190,3,PG,1,100,1036,1040,1048
346630,53191,2,EA,1,100,0.030304,0.030304
346630,53192,2,EL,1,100,26439.000000,26439.000000
346623,53193,1,T1,1,100,31.988
346638,53194,1,TH,1,100,30.223
346631,53195,3,AX,1,100,0.096,0.096,0.093
346631,53196,3,AY,1,100,-0.012,-0.012,-0.013
346631,53197,3,AZ,1,100,1.024,1.024,1.024
346631,53198,3,GX,1,100,0.488,0.458,0.458
346631,53199,3,GY,1,100,0.671,0.671,0.641
"
2025-10-24T08:54:40.347Z,1761296080347,10.0.0.191,3132,"346631,53200,3,GZ,1,100,0.305,0.305,0.366
346631,53201,3,MX,1,100,-9,-8,-9
346631,53202,3,MY,1,100,-17,-17,-16
346631,53203,3,MZ,1,100,116,116,116
"
2025-10-24T08:54:40.500Z,1761296080500,10.0.0.191,3132,"346738,53204,4,EM,1,100,RS,RE,PS,MN
"
2025-10-24T08:54:40.501Z,1761296080501,10.0.0.191,3132,"346738,53204,4,EM,1,100,RS,RE,PS,MN
346711,53205,2,PI,1,100,6389,6395
346711,53206,2,PR,1,100,7268,7291
346711,53207,2,PG,1,100,1044,1042
346697,53208,1,EA,1,100,0.030304
346697,53209,1,EL,1,100,26439.000000
346711,53210,2,AX,1,100,0.095,0.094
346711,53211,2,AY,1,100,-0.012,-0.012
346711,53212,2,AZ,1,100,1.026,1.027
346711,53213,2,GX,1,100,0.458,0.427
346711,53214,2,GY,1,100,0.641,0.671
346711,53215,2,GZ,1,100,0.366,0.305
346711,53216,2,MX,1,100,-10,-9
346711,53217,2,MY,1,100,-18,-18
"
2025-10-24T08:54:40.501Z,1761296080501,10.0.0.191,3132,"346711,53218,2,MZ,1,100,117,116
"
2025-10-24T08:54:40.519Z,1761296080519,10.0.0.191,3132,"346830,53219,1,SF,1,100,0.0000
346831,53220,3,PI,1,100,6389,6383,6356
346831,53221,3,PR,1,100,7282,7268,7286
346831,53222,3,PG,1,100,1053,1039,1041
346830,53223,2,EA,1,100,0.030304,0.030304
346830,53224,2,EL,1,100,26439.199219,26439.000000
346757,53225,1,T1,1,100,32.030
346771,53226,1,TH,1,100,30.223
346831,53227,3,AX,1,100,0.095,0.097,0.097
346831,53228,3,AY,1,100,-0.012,-0.012,-0.014
346831,53229,3,AZ,1,100,1.025,1.026,1.027
346831,53230,3,GX,1,100,0.488,0.488,0.427
"
2025-10-24T08:54:40.524Z,1761296080524,10.0.0.191,3132,"346831,53231,3,GY,1,100,0.641,0.641,0.671
346831,53232,3,GZ,1,100,0.336,0.305,0.275
346831,53233,3,MX,1,100,-9,-10,-9
346831,53234,3,MY,1,100,-17,-16,-18
346831,53235,3,MZ,1,100,116,116,116
"
2025-10-24T08:54:40.623Z,1761296080623,10.0.0.191,3132,"346939,53236,4,EM,1,100,RS,RE,PS,MN
"
2025-10-24T08:54:40.624Z,1761296080624,10.0.0.191,3132,"346939,53236,4,EM,1,100,RS,RE,PS,MN
346911,53237,2,PI,1,100,6397,6388
346911,53238,2,PR,1,100,7282,7284
346911,53239,2,PG,1,100,1038,1052
346897,53240,1,EA,1,100,0.030304
346897,53241,1,EL,1,100,26439.199219
346890,53242,1,T1,1,100,32.049
346905,53243,1,TH,1,100,30.119
346911,53244,2,AX,1,100,0.094,0.096
346911,53245,2,AY,1,100,-0.011,-0.013
346911,53246,2,AZ,1,100,1.026,1.027
346911,53247,2,GX,1,100,0.458,0.458
346911,53248,2,GY,1,100,0.671,0.702
346911,53249,2,GZ,1,100,0.336,0.305
"
2025-10-24T08:54:40.625Z,1761296080625,10.0.0.191,3132,"346911,53250,2,MX,1,100,-9,-9
346911,53251,2,MY,1,100,-18,-17
346911,53252,2,MZ,1,100,116,116
"
2025-10-24T08:54:40.808Z,1761296080808,10.0.0.191,3132,"347031,53253,3,PI,1,100,6389,6385,6395
347031,53254,3,PR,1,100,7284,7283,7274
347031,53255,3,PG,1,100,1044,1038,1049
347030,53256,2,EA,1,100,0.030304,0.030304
347030,53257,2,EL,1,100,26439.000000,26439.000000
347023,53258,1,T1,1,100,31.986
347038,53259,1,TH,1,100,30.126
347031,53260,3,AX,1,100,0.095,0.094,0.097
347031,53261,3,AY,1,100,-0.013,-0.012,-0.015
347031,53262,3,AZ,1,100,1.026,1.027,1.029
347031,53263,3,GX,1,100,0.427,0.488,0.458
347031,53264,3,GY,1,100,0.641,0.671,0.702
"
2025-10-24T08:54:40.809Z,1761296080809,10.0.0.191,3132,"347031,53265,3,GZ,1,100,0.305,0.336,0.336
347031,53266,3,MX,1,100,-9,-10,-9
347031,53267,3,MY,1,100,-18,-18,-18
347031,53268,3,MZ,1,100,117,115,116
"
2025-10-24T08:54:40.809Z,1761296080809,10.0.0.191,3132,"347140,53269,4,EM,1,100,RS,RE,PS,MN
"
2025-10-24T08:54:40.817Z,1761296080817,10.0.0.191,3132,"347140,53269,4,EM,1,100,RS,RE,PS,MN
347111,53270,2,PI,1,100,6378,6380
347111,53271,2,PR,1,100,7272,7286
347111,53272,2,PG,1,100,1041,1038
347097,53273,1,EA,1,100,0.030304
347097,53274,1,EL,1,100,26439.000000
347111,53275,2,AX,1,100,0.095,0.097
347111,53276,2,AY,1,100,-0.012,-0.012
347111,53277,2,AZ,1,100,1.028,1.026
347111,53278,2,GX,1,100,0.488,0.488
347111,53279,2,GY,1,100,0.732,0.671
347111,53280,2,GZ,1,100,0.336,0.305
347111,53281,2,MX,1,100,-9,-9
347111,53282,2,MY,1,100,-18,-16
"
2025-10-24T08:54:40.821Z,1761296080821,10.0.0.191,3132,"347111,53283,2,MZ,1,100,116,117
"
2025-10-24T08:54:40.926Z,1761296080926,10.0.0.191,3132,"347230,53284,1,SF,1,100,0.0000
347231,53285,3,PI,1,100,6390,6390,6384
347231,53286,3,PR,1,100,7283,7281,7274
347231,53287,3,PG,1,100,1035,1055,1042
347230,53288,2,EA,1,100,0.030304,0.030304
347230,53289,2,EL,1,100,26439.000000,26439.000000
347156,53290,1,T1,1,100,32.100
347171,53291,1,TH,1,100,30.156
347231,53292,3,AX,1,100,0.096,0.094,0.095
347231,53293,3,AY,1,100,-0.014,-0.010,-0.012
347231,53294,3,AZ,1,100,1.026,1.025,1.026
347231,53295,3,GX,1,100,0.458,0.488,0.458
"
